Book_name,Book_url,Author,ISBN-10,Year,Pages,Language,Category,Book_description
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Malcolm McDonald, 1593279949, 2020, 216, English, Security,"Book Description:        Website security made easy. This book covers the most common ways websites get hacked and how web developers can defend themselves. The world has changed. Today, every time you make a site live, you’re opening it up to attack. A first-time developer can easily be discouraged by the difficulties involved with properly securing a website. But have hope: an army of security researchers is out there discovering, documenting, and fixing security flaws. Thankfully, the tools you’ll need to secure your site are freely available and generally easy to use. Web Security for Developers will teach you how your websites are vulnerable to attack and how to protect them. Each chapter breaks down a major security vulnerability and explores a real-world attack, coupled with plenty of code to show you both the vulnerability and the fix. You’ll learn how to: •  Protect against SQL injection attacks, malicious JavaScript, and cross-site request forgery •  Add authentication and shape access control to protect accounts •  Lock down user accounts to prevent attacks that rely on guessing passwords, stealing sessions, •  or escalating privileges •  Implement encryption •  Manage vulnerabilities in legacy code •  Prevent information leaks that disclose vulnerabilities •  Mitigate advanced attacks like malvertising and denial-of-service As you get stronger at identifying and fixing vulnerabilities, you’ll learn to deploy disciplined, secure code and become a better programmer along the way."
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Paul McFedries, 1119698596, 2020, 352, English, Windows,"Book Description:        Master Windows 10 by reading only one book Teach Yourself Visually Windows 10, 3rd Edition brings together all of the necessary resources to make you an expert in the use of the latest version of Windows. Using highly visual techniques to maximize learner retention and memory, Teach Yourself Visually Windows 10 will have you breezing through the most popular operating system in the world in no time. The book includes hundreds of step-by-step and illustrated sets of instructions to teach you both the basics and the complexities of Windows 10 operation. Lessons include: ·         Installing and repairing applications ·         System maintenance ·         Setting up password-protection ·         Downloading photos ·         Managing media files ·         And more Teach Yourself Visually Windows 10 combines the best of visual learning techniques with comprehensive source material about the interface and substance of Windows 10 to leave you with encyclopedic knowledge of the operating system. Perfect for beginners and intermediate users alike, this book will turn your Windows-using experience from a slow slog into a lighting-fast masterclass of efficiency."
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Peter H. Gregory, 1260459845, 2020, 240, English, Cisco,"Book Description:        Hundreds of accurate practice questions that cover every topic on the latest version of the CISA exam Written by an IT security and audit expert, this highly effective self-study guide covers all five domains included on the 2019 release of the Certified Information Systems Auditor exam. To reinforce important skills and facilitate retention, every question is accompanied by explanations for both correct and incorrect answers. Designed to help you pass the test with greater confidence, this book is also an ideal companion to the bestselling CISA Certified Information Systems Auditor All-in-One Exam Guide, Fourth Edition. Covers all five exam domains: •  Information Systems Auditing Process •  Governance and Management of  IT •  Information Systems Acquisition, Development, and Implementation •  Information Systems Operations and Business Resilience •  Protection of Information Assets Online content includes: •  150 practice questions •  Test engine that provides full-length practice exams and customized quizzes by chapter or exam domain"
Building Computer Vision Applications Using Artificial Neural Networks,http://www.allitebooks.com/building-computer-vision-applications-using-artificial-neural-networks/, Abhishek Kumar, 1484260767, 2020, 348, English, Graphics & Design,"Book Description:        Create assets for history-based games. This book covers the fundamental principles required to understand and create architectural visualizations of historical locations using digital tools. You will explore aspects of 3D design visualization and VR integration using industry-preferred software.  Some of the most popular video games in recent years have historical settings (Age of Empires, Call of Duty, etc.). Creating these games requires creating historically accurate game assets. You will use Blender to create VR-ready assets by modeling and unwrapping them. And you will use Substance Painter to texture the assets that you create.  You will also learn how to use the Quixel Megascans library to acquire and implement physically accurate materials in the scenes. Finally, you will import the assets into Unreal Engine 4 and recreate a VR integrated heritage that can be explored in real time. Using VR technology and game engines, you can digitally recreate historical settings for games.  What You Will Learn   Create high-quality, optimized models suitable for any 3D game engine Master the techniques of texturing assets using Substance Painter and Quixel Megascans Keep assets historically accurate Integrate assets with the game engine Create visualizations with Unreal Engine 4    Who Is This Book For  Game developers with some experience who are eager to get into VR-based games"
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Sarah Guthals, 111945347X, 2020, 128, English, Game Programming,"Book Description:        A technology book for kids! Do you want to create 3D digital games that’ll impress your friends, family, and even yourself? This book shows you how to use Alice, a free 3D game programming environment, to make seriously cool video games you’ll have as much fun building as you will playing!  Create your own adventure―recreate your favorite story by giving the characters new choices and writing your own ending When zombies attack―make your very own escape room maze and attempt to defeat the enemy before it defeats you  Technology Requirements: Hardware – PC or tablet with internet connection running Windows® 7 or higher or Mac with internet connection running Mac OS X® 10.7 or higher Software – Alice–a free programming platform that can be downloaded at alice.org."
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Christian Mayer, 1718500505, 2020, 216, English, Programming,"Book Description:        Python programmers will improve their computer science skills with these useful one-liners. Python One-Liners will teach you how to read and write “one-liners”: concise statements of useful functionality packed into a single line of code. You’ll learn how to systematically unpack and understand any line of Python code, and write eloquent, powerfully compressed Python like an expert. The book’s five chapters cover tips and tricks, regular expressions, machine learning, core data science topics, and useful algorithms. Detailed explanations of one-liners introduce key computer science concepts and boost your coding and analytical skills. You’ll learn about advanced Python features such as list comprehension, slicing, lambda functions, regular expressions, map and reduce functions, and slice assignments. You’ll also learn how to: •  Leverage data structures to solve real-world problems, like using Boolean indexing to find cities with above-average pollution •  Use NumPy basics such as array, shape, axis, type, broadcasting, advanced indexing, slicing, sorting, searching, aggregating, and statistics •  Calculate basic statistics of multidimensional data arrays and the K-Means algorithms for unsupervised learning •  Create more advanced regular expressions using grouping and named groups, negative lookaheads, escaped characters, whitespaces, character sets (and negative characters sets), and greedy/nongreedy operators •  Understand a wide range of computer science topics, including anagrams, palindromes, supersets, permutations, factorials, prime numbers, Fibonacci numbers, obfuscation, searching, and algorithmic sorting By the end of the book, you’ll know how to write Python at its most refined, and create concise, beautiful pieces of “Python art” in merely a single line."
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/, Michael L. Perry, 1484259548, 2020, 444, English, Programming,"Book Description:        This book teaches you how to evaluate a distributed system from the perspective of immutable objects. You will understand the problems in existing designs, know how to make small modifications to correct those problems, and learn to apply the principles of immutable architecture to your tools."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Vaskaran Sarcar, 1484259335, 2020, 420, English, C#,"Book Description:        Understand and work with the most important features of advanced C# in different programming environments. This book teaches you the fundamental features of advanced C# and how to incorporate them in different programming techniques using Visual Studio 2019. The book is divided into two parts. Part I covers the fundamentals and essentials of advanced programming in C#. You will be introduced to delegates and events and then move on to lambda expressions. Part II teaches you how to implement these features in different programming techniques, starting with generic programming. After that, you will learn about thread programming and asynchronous programming, to benefit from a multi-threaded environment. Finally, you will learn database programming using ADO.NET to connect to a MySQL database and you will know how to exercise SQL statements and stored procedures through your C# applications. What You Will Learn Use delegates, events, and lambda expressions in advanced programming Make your application flexible by utilizing generics Create a fast application with multi-threading and asynchronous programming Work in Visual Studio Community Edition, which is the most common IDE for using C# Understand alternative implementations along with their pros and cons Who This Book Is For Developers and programmers who are already working in C#"
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Kanika Sud, 1484258045, 2020, 135, English, JavaScript,"Book Description:        Understand the core concepts of hapi and learn to build RESTful APIs that are quick, useful, and productive. Created by the mobile team at Walmart Labs, hapi is a light Node.js framework that is perfect for building API servers, websites, and HTTP proxy applications. With this quick guide, you’ll learn the basics of hapi and use those skills to build an application and a REST API with MySQL. You’ll then wrap up with a Capstone project of industry relevance, understanding solution design, and how hapi fits into industry relevant projects for data driven apps. Used by companies such as PayPal and Mozilla, hapi is a key framework for anyone serious about enterprise web development. Practical hapi will ensure you focus your time on critical project tasks instead of building infrastructure. You will: Utilize the power of RESTful APIs and Node.js Build your first hapi application based on its core concepts Work with promises and asynchronous programming effectively Use Sequelize for database connectivity"
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Sarah Critchley, 1484259106, 2020, 567, English, Networking & Cloud Computing,"Book Description:        Discover what the Common Data Service is and how Dynamics 365 fits in the Power Platform. Learn how to set up core Dynamics 365 Customer Engagement functionality and build more customized processes using model-driven apps. This book covers the Dynamics 365 Online system for sales, customer service, marketing, field service, and Outlook integration. In this second edition, core platform changes from the Common Data Service are included and you will know what this means for Dynamics 365. Updated features include processes, the latest form and view designer, and Business Process Flows. The book also includes new chapters on portals and power virtual agents. After reading Dynamics 365 Essentials, you will have mastered the core functionality available in Dynamics 365 CE and model-driven applications, and will be able to set it up for a range of different business scenarios. What You Will Learn Set up the core standard features of Dynamics 365 CE Create model-driven apps within Dynamics 365 customized to specific business needs Customize Dynamics 365 CE and leverage process automation functionality through the UI Study the Common Data Service for Apps Who This Book Is For Consultants, business analysts, administrators, and project managers who are looking for more information about Dynamics 365"
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, T. J. Crowder, 1119367956, 2020, 216, English, JavaScript,"Book Description:        All of JavaScript’s newest features, in depth, made easy to understand. JavaScript is a rapidly changing language and it can be challenging to keep up with all the new toys being added. JavaScript: The New Toys explores the newest features of the world’s most popular programming language while also showing readers how to track what’s coming next. After setting the stage by covering who manages the process of improving JavaScript, how new features get introduced, terminology, and a high-level overview of new features, it details each new or updated item in depth, with example uses, possible pitfalls, and expert recommendations for updating old habits in light of new features. JavaScript: The New Toys: Covers all the additions to JavaScript in ES2015-ES2019 plus a preview of ES2020 (and beyond) Explores the latest syntax: nullish coalescing, optional chaining, let and const, class syntax, private methods, private fields, new.target, numeric separators, BigInt, destructuring, default parameters, arrow functions, async functions, await, generator functions, … (rest and spread), template literals, binary and octal literals, ** (exponentiation), computed property/method names, for-of, for-await-of, shorthand properties, and others Details the new features and patterns including modules, promises, iteration, generators, Symbol, Proxy, reflection, typed arrays, Atomics, shared memory, WeakMap, WeakSet, and more Highlights common pitfalls and explains how to avoid them Shows how to follow the improvements process and even participate in the process yourself Explains how to use new features even before they’re widely supported With its comprehensive coverage and friendly, accessible style, JavaScript: The New Toys provides an invaluable resource for programmers everywhere, whether they work in web development, Node.js, Electron, Windows Universal Apps, or another JavaScript environment."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Hong Zhou, 1484259815, 2020, 236, English, C & C++,"Book Description:        Use popular data mining techniques in Microsoft Excel to better understand machine learning methods. Software tools and programming language packages take data input and deliver data mining results directly, presenting no insight on working mechanics and creating a chasm between input and output. This is where Excel can help. Excel allows you to work with data in a transparent manner. When you open an Excel file, data is visible immediately and you can work with it directly. Intermediate results can be examined while you are conducting your mining task, offering a deeper understanding of how data is manipulated and results are obtained. These are critical aspects of the model construction process that are hidden in software tools and programming language packages. This book teaches you data mining through Excel. You will learn how Excel has an advantage in data mining when the data sets are not too large. It can give you a visual representation of data mining, building confidence in your results. You will go through every step manually, which offers not only an active learning experience, but teaches you how the mining process works and how to find the internal hidden patterns inside the data. What You Will Learn Comprehend data mining using a visual step-by-step approach Build on a theoretical introduction of a data mining method, followed by an Excel implementation Unveil the mystery behind machine learning algorithms, making a complex topic accessible to everyone Become skilled in creative uses of Excel formulas and functions Obtain hands-on experience with data mining and Excel Who This Book Is For Anyone who is interested in learning data mining or machine learning, especially data science visual learners and people skilled in Excel, who would like to explore data science topics and/or expand their Excel skills. A basic or beginner level understanding of Excel is recommended."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Kishan Takoordyal, 1484260015, 2020, 270, English, Game Programming,"Book Description:        Master the art of programming games for Android using the Unity3D game engine. This book will help you understand basic concepts of game development in Unity. By the end of Beginning Unity Android Game Development, you will have the knowledge to confidently build an Android game. The book starts by explaining simple programming concepts to make beginners comfortable with the jargon. You will then learn to navigate around the Unity interface and use basic tools (hand, move, rotate, scale, and rect). You will also be acquainted with the creation of basic 3D objects in the game while understanding the purpose of several of Unity’s windows. In the last chapters, you will learn to create a simple game for Android using the concepts studied in the previous chapters. Scripts will be written to handle the behaviors of the player and enemies as well as to handle other aspects of the game. The author shares tips along the way to help improve in-game performance, such as switching to the universal rendering pipeline when targeting mobile platforms. At the end of the book, you will have a solid knowledge in making basic Android games that can be upgraded later to make more complex games. What You Will Learn Explore basic Unity and C# programming concepts and scripting for Android games Navigate around the Unity interface and use its basic tools Make the most of popular components and features of Unity Write an Android game with optimizations Who This Book Is For Absolute beginners learning to program games for the Android platform using Unity3D. Basic knowledge of programming would be beneficial for the reader but is not required."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Eli Stevens, 1617295264, 2020, 522, English, Python,"Book Description:        Every other day we hear about new ways to put deep learning to good use: improved medical imaging, accurate credit card fraud detection, long range weather forecasting, and more. PyTorch puts these superpowers in your hands, providing a comfortable Python experience that gets you started quickly and then grows with you as you, and your deep learning skills, become more sophisticated."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Reuven M. Lerner, 1617295507, 2020, 249, English, Python,"Book Description:        Readers will not only tackle exercises using built-in data structures, but also more advanced techniques, such as functional programming, object-oriented programming, iterators, and generators. With each engaging challenge, readers will practice a new skill and learn how to apply it to everyday coding tasks."
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Yogesh Babar, 1484258894, 2020, 486, English, Operating Systems,"Book Description:        Master the booting procedure of various operating systems with in-depth analysis of bootloaders and firmware. The primary focus is on the Linux booting procedure along with other popular operating systems such as Windows and Unix. Hands-on Booting begins by explaining what a bootloader is, starting with the Linux bootloader followed by bootloaders for Windows and Unix systems. Next, you’ll address the BIOS and UEFI firmware by installing multiple operating systems on one machine and booting them through the Linux bootloader. Further, you’ll see the kernel`s role in the booting procedure of the operating system and the dependency between kernel, initramfs, and dracut. You’ll also cover systemd, examining its structure and how it mounts the user root filesystem. In the final section, the book explains troubleshooting methodologies such as debugging shells followed by live images and rescue mode. On completing this book, you will understand the booting process of major operating systems such as Linux, Windows, and Unix. You will also know how to fix the Linux booting issues through various boot modes. What You Will Learn Examine the BIOS and UEFI firmware Understanding the Linux boot loader (GRUB) Work with initramfs, dracut, and systemd Fix can’t-boot issues on Linux Who This Book Is For Linux users, administrators, and developers. Down"
"Dynamics 365 Essentials, Second Edition",http://www.allitebooks.com/dynamics-365-essentials-second-edition/, Jon Westfall, 1484259459, 2020, 332, English, Programming,"Book Description:        Get started with an accelerated introduction to the R ecosystem, programming language, and tools including R script and RStudio. Utilizing many examples and projects, this book teaches you how to get data into R and how to work with that data using R. Once grounded in the fundamentals, the rest of Practical R 4 dives into specific projects and examples starting with running and analyzing a survey using R and LimeSurvey. Next, you`ll carry out advanced statistical analysis using R and MouselabWeb. Then, you’ll see how R can work for you without statistics, including how R can be used to automate data formatting, manipulation, reporting, and custom functions. The final part of this book discusses using R on a server; you’ll build a script with R that can run an RStudio Server and monitor a report source for changes to alert the user when something has changed. This project includes both regular email alerting and push notification. And, finally, you’ll use R to create a customized daily rundown report of a person`s most important information such as a weather report, daily calendar, to-do`s and more. This demonstrates how to automate such a process so that every morning, the user navigates to the same web page and gets the updated report. What You Will Learn Set up and run an R script, including installation on a new machine and downloading and configuring R Turn any machine into a powerful data analytics platform accessible from anywhere with RStudio Server Write basic R scripts and modify existing scripts to suit your own needs Create basic HTML reports in R, inserting information as needed Build a basic R package and distribute it Who This Book Is For Some prior exposure to statistics, programming, and maybe SAS is recommended but not required."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Robert Ilijason, 1484257804, 2020, 274, English, Cloud Computing,"Book Description:        Analyze vast amounts of data in record time using Apache Spark with Databricks in the Cloud. Learn the fundamentals, and more, of running analytics on large clusters in Azure and AWS, using Apache Spark with Databricks on top. Discover how to squeeze the most value out of your data at a mere fraction of what classical analytics solutions cost, while at the same time getting the results you need, incrementally faster."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Matt How, 1484258223, 2020, 282, English, Datebases,"Book Description:        Gone are the days when data warehousing projects were lumbering dinosaur-style projects that took forever, drained budgets, and produced business intelligence (BI) just in time to tell you what to do 10 years ago. This book will show you how to assemble a data warehouse solution like a jigsaw puzzle by connecting specific Azure technologies that address your own needs and bring value to your business. You will see how to implement a range of architectural patterns using batches, events, and streams for both data lake technology and SQL databases. You will discover how to manage metadata and automation to accelerate the development of your warehouse while establishing resilience at every level. And you will know how to feed downstream analytic solutions such as Power BI and Azure Analysis Services to empower data-driven decision making that drives your business forward toward a pattern of success."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Alan Thorn, 1484259076, 2020, 273, English, Game Programming,"Book Description:        Godot is a completely free game engine for creating high-quality 2D and 3D games that can be launched on multiple platforms. You’ll see how to transition seamlessly from Unity to Godot, getting up and running quickly and effectively, using practical case studies. In addition to building functional worlds from meshes and physical interactions, you’ll work with reusable assets, such as textures."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/,,,,,,,
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Alexandre Bergel, 1484253833, 2020, 407, English, Programming,"Book Description:        Cover classical algorithms commonly used as artificial intelligence techniques and program agile artificial intelligence applications using Pharo. This book takes a practical approach by presenting the implementation details to illustrate the numerous concepts it explains.   Along the way, you’ll learn neural net fundamentals to set you up for practical examples such as the traveling salesman problem and cover genetic algorithms including a fun zoomorphic creature example. Furthermore, Practical Agile AI with Pharo finishes with a data classification application and two game applications including a Pong-like game and a Flappy Bird-like game. This book is informative and fun, giving you source code to play along with. You’ll be able to take this source code and apply it to your own projects.   What You Will Learn    Use neurons, neural networks, learning theory, and more Work with genetic algorithms Incorporate neural network principles when working towards neuroevolution Include neural network fundamentals when building three Pharo-based applications   Who This Book Is For   Coders and data scientists who are experienced programmers and have at least some prior experience with AI or deep learning. They may be new to Pharo programming, but some prior experience with it would be helpful."
Visual Studio Extensibility Development,http://www.allitebooks.com/visual-studio-extensibility-development/," Adam Karneboge, Arek Dreyer", 0136552196, 2020, 976, English, Macintosh,"Book Description:        macOS Support Essentials 10.15 – Apple Pro Training Series  The Apple-Certified Way to Learn This is the official book for the macOS Support Essentials 10.15course and you can use it to prepare for the Apple Certified Support Professional (ACSP) 10.15 exam. It’s a top-notch primer for anyone who needs to support, troubleshoot, or optimize macOS Catalina, such as IT professionals, technicians, help desk specialists, and ardent Mac users. This is the only Apple Pro Training Series book that covers macOS Catalina. You’ll find in-depth, step-by-step instructions on everything from upgrading, updating, reinstalling and configuring macOS Catalina to configuring network services like the Content Caching service. This book covers updated system utilities and new features in macOS Catalina, including Voice Control and other accessibility features, user privacy settings, notarized apps, Startup Security Utility, and the separation of the startup disk into a read-only APFS System volume and a read write APFS Data volume. This book includes the following content:  Authoritative explanations of underlying technologies, troubleshooting, system administration, and much more Focused lessons that take you step by step through practical, real-world tasks A Web Edition that provides the full text of the book online  The Apple Pro Training Series includes self-paced learning tools and is the official curriculum of the Apple Training and Certification program. After you complete this book, take the macOS Support Essentials 10.15 exam as a step towards becoming an Apple Certified Support Professional. Work through this book independently or attend a class at an Apple Authorized Training Provider or both to prepare for the exam. To learn more, visit training.apple.com. Also in the Apple Pro Training Series:  Final Cut Pro X Logic Pro X"
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Bapi Chakraborty, 1484259165, 2020, 333, English, Cloud Computing,"Book Description:        Explore and learn the key building blocks of Microsoft Azure services and tools for implementing a disaster-recovery solution of any on-premises or cloud-based application. In this book, you will go through various aspects of planning, designing, and configuring a robust recovery solution on Azure. Introducing Disaster Recovery with Microsoft Azure starts by explaining the disaster-recovery landscape and how Azure disaster recovery is different from the traditional approach. You will learn how to leverage Azure site recovery and various Azure-based services to design and implement a recovery solution and much more. Moving forward, you will design and implement various scenarios such as on-premises to Azure, Azure to Azure, and on-premises to on-premises disaster recovery. You will also learn common considerations and technicalities of implementing recovery solutions for various multi-tier, monolithic, and modern micro-services enterprise applications. Finally, you will go through real-life examples, scenarios, and exercises. After reading this book, you will be able to design and implement disaster recovery on Azure in different scenarios. You will also look at a few real-world scenarios that will provide more practical insights. What You Will Learn Discover the fundamental building blocks of disaster recovery on Azure Examine various application-specific considerations for disaster recovery Leverage various PaaS capabilities to achieve maximum benefit Design and implement a multi-regional Azure to Azure disaster recovery plan Who This Book Is For Consultants, architects, and Azure administrators."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Alok Kumar, 1484259394, 2020, 136, English, Programming,"Book Description:        Ensemble Learning for AI Developers starts you at the beginning with an historical overview and explains key ensemble techniques and why they are needed. You then will learn how to change training data using bagging, bootstrap aggregating, random forest models, and cross-validation methods. Authors Kumar and Jain provide best practices to guide you in combining models and using tools to boost performance of your machine learning projects. They teach you how to effectively implement ensemble concepts such as stacking and boosting and to utilize popular libraries such as Keras, Scikit Learn, TensorFlow, PyTorch, and Microsoft LightGBM. Tips are presented to apply ensemble learning in different data science problems, including time series data, imaging data, and NLP. Recent advances in ensemble learning are discussed. Sample code is provided in the form of scripts and the IPython notebook."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Peter Hoddie, 1484250699, 2020, 639, English, JavaScript,"Book Description:        This book introduces a new approach to embedded development, grounded in modern, industry-standard JavaScript. Using the same language that powers web browsers and Node.js, the Moddable SDK empowers IoT developers to apply many of the same tools and techniques used to build sophisticated websites and mobile apps. The Moddable SDK enables you to unlock the full potential of inexpensive microcontrollers like the ESP32 and ESP8266. Coding for these microcontrollers in C or C++ with the ESP-IDF and Arduino SDKs works for building basic products but doesn`t scale to handle the increasingly complex IoT products that customers expect. The Moddable SDK adds the lightweight XS JavaScript engine to those traditional environments, accelerating development with JavaScript while keeping the performance benefits of a native SDK. Building user interfaces and communicating over the network are two areas where JavaScript really shines. IoT Development for ESP32 and ESP8266 with JavaScript shows you how to build responsive touch screen user interfaces using the Piu framework. You`ll learn how easy it is to securely send and receive JSON data over Wi-Fi with elegant JavaScript APIs for common IoT protocols, including HTTP/HTTPS, WebSocket, MQTT, and mDNS. You`ll also learn how to integrate common sensors and actuators, Bluetooth Low Energy (BLE), file systems, and more into your projects, and you`ll see firsthand how JavaScript makes it easier to combine these diverse technologies. If you`re an embedded C or C++ developer who has never worked in JavaScript, don`t worry. This book includes an introduction to the JavaScript language just for embedded developers experienced with C or C++. What You`ll Learn Building, installing, and debugging JavaScript projects on the ESP32 and ESP8266 Using modern JavaScript for all aspects of embedded development with the Moddable SDK Developing IoT products with animated user interfaces, touch input, networking, BLE, sensors, actuators, and more Who This Book Is For Professional embedded developers who want the speed, flexibility, and power of web development in their embedded software work Makers who want a faster, easier way to build their hobby projects Web developers working in JavaScript who want to extend their skills to hardware products"
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Charles Bell, 1484257952, 2020, 742, English, Python,"Book Description:        Build sensor networks with Python and MicroPython using XBee radio modules, Raspberry Pi, and Arduino boards. This revised and updated edition will put all of these together to form a sensor network, and show you how to turn your Raspberry Pi into a MySQL database server to store your sensor data! You`ll review the different types of sensors and sensor networks, along with new technology, including how to build a simple XBee network. You`ll then walk through building an sensor nodes on the XBee, Raspberry Pi, and Arduino, and also learn how to collect data from multiple sensor nodes. The book also explores different ways to store sensor data, including writing to an SD card, sending data to the cloud, and setting up a Raspberry Pi MySQL server to host your data. You`ll even learn how to connect to and interact with a MySQL database server directly from an Arduino! Finally you`ll see how to put it all together by connecting your sensor nodes to your new Raspberry Pi database server. If you want to see how well XBee, Raspberry Pi, and Arduino can get along, especially to create a sensor network, then Beginning Sensor Networks with XBee, Raspberry Pi, and Arduino is just the book you need. What You`ll Learn Code your sensor nodes with Python and MicroPython Work with new XBee 3 modules Host your data on Raspberry Pi Get started with MySQL Create sophisticated sensor networks Who This Book Is For Those interested in building or experimenting with sensor networks and IoT solutions, including those with little or no programming experience. A secondary target includes readers interested in using XBee modules with Raspberry Pi and Arduino, those interested in controlling XBee modules with MicroPython."
"Mastering 3D Printing, 2nd Edition",http://www.allitebooks.com/mastering-3d-printing-2nd-edition/," Joan Horvath, Rich Cameron", 148425841X, 2020, 368, English, 3D Printing,"Book Description:        Get the most out of your printer, including how to design models, choose materials, work with different printers, and integrate 3D printing with traditional prototyping to make techniques like sand casting more efficient.This book is for new 3D printer owners, makers of all kinds, entrepreneurs, technology educators, and anyone curious about what you can do with a 3D printer.   In this revised and expanded new edition of Mastering 3D Printing, which has been a trusted resource through five years of evolution in the 3D printing industry, you’ll gain a comprehensive understanding of 3D printing. This book presumes no foreknowledge  and describes what you need to know about how printers work, how to decide which type of printer (filament, resin, or powder) makes the most sense for you, and then how to go forward in the case of filament and resin printers.   This new edition now includes material about consumer resin printing, the evolution of lower-cost metal printing, and the plethora of both materials and applications.   What You’ll Learn    Choose among the different 3D printing technologies Create or find 3D models to print Make both easy and challenging prints come out as you imagined Assess whether your business, factory, home or classroom will benefit from 3D printing Work with applications that are good candidates for first projects in home and industrial applications    Who This Book Is For   People who are encountering 3D printing for the first time, or for those who want to level up their skills. It is designed for the nontechnical adult and minimizes jargon. However more sophisticated users will still find tips and insights of value."
Articulate Storyline Essentials,http://www.allitebooks.com/articulate-storyline-essentials-2/, Mohamed Bouzid, 1484258959, 2020, 145, English, JavaScript,"Book Description:        Learn how to use Webpack from installation to configuration without the hassle of complex examples. Webpack has become one of the most popular module bundlers in recent years; it’s widely used by developers, companies, and organizations of all sizes, and many web frameworks use it for the management of their assets. If you are serious about web development these days then you must learn and understand Webpack. You will begin by installing and configuring Webpack, and learn how to write modular code. You’ll then move onto understanding the usage of loaders and plugins with practical use cases, how to make aliases and resolve folders, cache busting, and installing third-party libraries such as jQuery, Bootstrap, QuillJS, and more. By the end of this book you will feel confident and ready to start using Webpack in your projects. Free from complex examples and intended to be as easy-to-follow as possible, this book is ideal for anyone who knows basic HTML, JavaScript, and how to work on the command line. Upgrade your developer skillset using Webpack for Beginners today. What You Will Learn Install and configure Webpack beyond the default settings Efficiently work with plugins and loaders Optimize Webpack for production Use instant refreshing with the Webpack dev server and hot module replacement Explore how to install some common JavaScript libraries Who This Book Is For This book is conceived for beginners and newcomers to Webpack, and assumes you have some very basic knowledge in JavaScript, HTML and working on the command line. This step-by-step guide will help you understand and clarify everything you need to know to bundle your JavaScript hassle-free."
"Mastering 3D Printing, 2nd Edition",http://www.allitebooks.com/mastering-3d-printing-2nd-edition/, Afzaal Ahmad Zeeshan, 1484258495, 2020, 300, English, .NET,"Book Description:        Automate core security tasks by embedding security controls and processes early in the DevOps workflow through DevSecOps. You will not only learn the various stages in the DevOps pipeline through examples of solutions developed and deployed using .NET Core, but also go through open source SDKs and toolkits that will help you to incorporate automation, security, and compliance. The book starts with an outline of modern software engineering principles and gives you an overview of DevOps in .NET Core. It further explains automation in DevOps for product development along with security principles to improve product quality. Next, you will learn how to improve your product quality and avoid code issues such as SQL injection prevention, cross-site scripting, and many more. Moving forward, you will go through the steps necessary to make security, compliance, audit, and UX automated to increase the efficiency of your organization. You’ll see demonstrations of the CI phase of DevOps, on-premise and hosted, along with code analysis methods to verify product quality. Finally, you will learn network security in Docker and containers followed by compliance and security standards. After reading DevSecOps for .NET Core, you will be able to understand how automation, security, and compliance works in all the stages of the DevOps pipeline while showcasing real-world examples of solutions developed and deployed using .NET Core 3. What You Will Learn  Implement security for the .NET Core runtime for cross-functional workloads Work with code style and review guidelines to improve the security, performance, and maintenance of components Add to DevOps pipelines to scan code for security vulnerabilities Deploy software on a secure infrastructure, on Docker, Kubernetes, and cloud environments  Who This Book Is For   Software engineers and developers who develop and maintain a secure code repository."
